alim_grp_nom_fr;alim_nom_fr;Energie;Eau;Proteines;Glucides;Lipides;Sucres;Fructose;Galactose;Glucose;Lactose;Maltose;Saccharose;Amidon;Fibres alimentaires;Polyols totaux;Cendres;Alcool;Acides organiques;AG satures;AG monoinsatures;AG polyinsatures;AG 4:0, butyrique;AG 6:0, caproeque;AG 8:0, caprylique;AG 10:0, caprique;AG 12:0, laurique;AG 14:0, myristique;AG 16:0, palmitique;AG 18:0, stearique;AG 18:1 9c(n9), oleique;AG 18:2 9c,12c(n6), linoleique;AG 18:3 c9,c12,c15(n3), alphalinolenique;AG 20:4 5c,8c,11c,14c(n6), arachidonique;AG 20:5 5c,8c,11c,14c,17c(n3) EPA;AG 22:6 4c,7c,10c,13c,16c,19c(n3) DHA;Cholesterol(mg/100g);Sel chlorure de sodium;Calcium(mg/100g);Chlorure(mg/100g);Cuivre(mg/100g);Fer(mg/100g);Iode(eg/100g);Magnesium(mg/100g);Manganese(mg/100g);Phosphore(mg/100g);Potassium(mg/100g);Selenium(eg/100g);Sodium(mg/100g);Zinc(mg/100g);Retinol(eg/100g);BetaCarotene(eg/100g);Vitamine D(eg/100g);Vitamine à(mg/100g);Vitamine K1(eg/100g);Vitamine K2(eg/100g);Vitamine C(mg/100g);Vitamine B1 ou Thiamine(mg/100g);Vitamine B2 ou Riboflavine(mg/100g);Vitamine B3 ou PP ou Niacine(mg/100g);Vitamine B5 ou Acide pantothenique(mg/100g);Vitamine B6(mg/100g);Vitamine B9 ou Folates totaux(eg/100g);Vitamine B12(eg/100g)
matieres grasses;Matiere grasse vegetale(type margarine) à 3040% MG. legere. demisel. aux esters de sterol vegetal;325;;0.1;2.5;35;0.1;;;;;;;;0;0;1.23;0;traces;7.8;9.3;17.5;;;;;;;;;;14.6;2.9;;;;;1.23;;;;;;;;;;;490;;;;7.5;;;;;;;;;;;
matieres grasses;Matiere grasse melangee(vegetale et laitiere) à 5063% MG;490;44.5;0.4;0.6;54;0.6;0.2;;0.2;0.6;0.2;0.2;0.35;0;0;0.59;0;traces;25.7;20;7.3;0.43;0.36;1.39;1.08;6.26;3.87;9.21;2.33;17.8;4.81;2.02;0.01;0.01;0.01;38;0.44;16;299;0.01;0.03;20;2.4;0.01;17;51;20;174;0.06;128;880;;2.96;16.5;;0.5;0.01;0.02;0.1;78;24;6.84;0.04
matieres grasses;Matiere grasse melangee(vegetale et laitiere) à 5063% MG. demisel;481;;0.4;0.6;53;0.6;;;;;;;;0;0;1.5;0;traces;25.7;20;7.3;;;;;;;;;;;;;;;38;1.5;;;;;;;;;;;600;;;;;8;;;;;;;;;;
matieres grasses;Matiere grasse melangee(vegetale et laitiere). à tartiner. à 3040% MG;397;54;1.69;5.6;40.9;2.3;0.2;;0.2;2.3;0.2;0.2;2.2;0;0;0.86;0;traces;20.6;14.3;5.7;0.12;0.18;1.47;0.97;6.76;3.09;6.58;1.41;13.5;3.72;1.51;0.01;0.01;0.01;15.1;0.54;51;237;0.01;0.04;20;5;0.01;42;120;20;217;0.19;21;422;;5.13;8.4;;0.5;17;95;0.1;0.24;35;5;0.14
matieres grasses;Matiere grasse melangee(vegetale et laitiere). à tartiner. à 3040% MG. demisel;370;;1.5;5.6;38;2.5;;;;;;;;0;0;1.75;0;traces;17.5;13.5;5.38;;;;;;;;;;;;;;;13.7;1.75;;;;;;;;;;;700;;;;;5;;;;;;;;;;
matieres grasses;Huile de foie de morue;900;0;0;0;100;0;0;;0;0;0;0;0;0;0;0.0018;0;0;22;46.5;24.3;0;0;0;0;0;3.6;12.1;2.8;33.1;2.71;1.79;;8.39;11.4;510;0.00005;1.15;;7;74;400;0.08;2;0;0;5;0.02;0.06;30000;;250;30;0;;0;0;0;0;0;0;0;0
matieres grasses;Huile de sardine;900;0;0;0;100;0;;;;;;;0;0;0;0;0;0;29.9;33.8;31.9;;;;;0.1;6.53;16.6;3.89;;;;;10.1;10.7;710;0;0;;0;0;;0;0;0;0;;0;0;0;;8.3;;;;0;0;0;0;0;0;0;0
matieres grasses;Huile de saumon;900;0;0;0;100;0;;;;;;;0;0;0;0;0;0;;;;;;;;;3.28;9.84;4.25;;;;;13;18.2;485;0;0;;0;0;;0;0;0;0;;0;0;0;;;;;;0;0;0;0;0;0;0;0
matieres grasses;Huile de hareng;900;0;0;0;100;0;;;;;;;0;0;0;0;0;0;21.3;56.6;15.6;;;;;0.16;7.19;11.7;0.82;;;;;6.27;4.21;766;0;0;;0;0;;0;0;0;0;;0;0;0;;;;;;0;0;0;0;0;0;0;0
matieres grasses;Saindoux;896;1;0;0;99.5;0;0;;0;0;0;0;0;0;0;11;0;0;41.1;43.3;10.1;0;0;0;0.1;0.16;1.44;24.4;14.1;34.3;8.95;0.91;0;0;0;95;5;1;;0.02;0.08;1.8;1;14;3;1;6.9;2;0.11;9;0;2.5;0.5;0;;0;0;0;0;0;0.02;0;0
matieres grasses;Lard gras. cru;810;7.69;2.92;0;88.7;0;;;;;;;0;0;0;0.7;0;0;32.2;42;10.4;0;0;0;0.06;0.19;1.12;19.5;11.4;;;;;0;0;57;28;2;;18;0.18;0.5;2;2;38;65;;11;0.37;5;0;3.1;0;0;;;84;51;0.99;0.12;0.04;1;0.18
matieres grasses;Graisse de poulet;898;0.2;0;0;99.8;0;;;;;;;0;0;0;0;0;0;29.8;44.7;20.9;0;0;0;0;0.1;0.9;21.6;6;;;;;0;0;85;0;0;;0;0;;0;;0;0;;0;0;0;0;4.8;2.7;0;;0;0;0;0;0;0;0;0
matieres grasses;Graisse de canard;898;0.2;0;0;99.8;0;;;;;;;0;0;0;traces;0;0;33.2;49.3;12.9;0;0;0;0;0;0.7;24.7;7.8;;;;;0;0;100;0;0;;0;0;2;0;;0;0;;0;0;0;0;4.8;2.7;0;;0;0;0;0;0;0;0;0
matieres grasses;Graisse d'oie;898;0.2;0;0;99.8;0;;;;;;;0;0;0;traces;0;0;27.7;56.7;11;0;0;0;0;0;0.5;20.7;6.1;53.5;9.8;0.5;0;0;0;100;0;0;;;0;2;0;;0;0;;0;0;144;0;0;2.7;;;0;0;0;0;0;0;0;0
matieres grasses;Graisse de dinde;898;0.2;0;0;99.8;0;;;;;;;0;0;0;0;0;0;29.4;42.9;23.1;0;0;0;0;0;0.9;20.6;6.2;;;;;0;0;102;0;0;;0;0;;0;;0;0;;0;0;0;0;4.8;2.9;0;;0;0;0;0;0;0;0;0
matieres grasses;Huile de paraffine;0;0;0;0;0;0;;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;0;;;0;;0;;0;;;0;;0;;0;;;;;;;;;;;;
aides culinaires et ingredients divers;Sauce(aliment moyen);;63;1.3;6.04;25.7;4.57;1.15;85;1.46;0.21;91;1.57;1.1;0.87;;2.49;0.0014;0.77;2.76;12.4;8.5;23;17;13;22;0.02;64;1.64;0.62;10.1;5.31;1.64;0.0064;0.01;11;12.5;2.14;26.8;1200;36;0.42;12.8;12.8;78;26.5;162;14.7;853;0.17;12.4;227;0.87;7.26;21.4;;3.55;44;42;0.5;0.17;51;11.1;0.15
aides culinaires et ingredients divers;Ketchup. preemballe;99;71.1;1.27;21.4;0.19;20.8;5.15;;4.9;0.05;0.2;8.37;0.55;1.15;65;3.4;0;1.42;69;18;63;0;0;0;;0;0;58;11;18;57;0.0057;0;0;0;0;2.59;21.4;1810;79;0.77;2;21.2;0.1;33;485;10;1030;0.12;0;560;0;1.48;2.8;;9.52;26;91;1.01;0.15;0.14;7.5;0
aides culinaires et ingredients divers;Sauce tartare. preemballee;;37.1;0.99;4.6;55;3.11;1.01;;1.37;0.2;0.2;0.73;0.8;0.47;;2.29;0;0.5;4.99;32.7;15.9;0.01;0.01;0.03;0.01;0.01;0.04;2.51;1.01;29.8;11.3;4.53;0.01;0.01;0.01;35.1;1.94;15;1390;0.02;0.32;20;3.9;0.04;25;54;20;799;0.16;;23.3;0.25;13.3;154;;0.5;19;15;0.1;0.22;22;5.23;0.31
aides culinaires et ingredients divers;Mayonnaise(70% MG min.). preemballee;;18.1;1.36;2.62;75.2;1.03;0.2;0.5;0.2;0.2;0.2;0.7;1.59;0.32;;1.54;0;0.8;7.27;33.4;31.2;0.038;0.038;0.038;0.038;0.038;0.038;5.3;1.97;18.9;13.3;4.8;0.038;0.092;0.092;70;1.39;17.6;911;23;0.34;30;6.42;24;23;28.1;10;552;0.13;8.5;80;0.5;20.3;75;;0.5;0.04;0.04;0.14;0.23;31;16;0.39
aides culinaires et ingredients divers;Ketchup allege en sucres. preemballe;;;1.21;14.6;0.11;9.83;;;;;;;;1.29;;2.51;0;1.5;46;;;;;;;;;;;;;;;;;;2.51;;;;;;;;;;;1000;;;;;;;;;;;;;;;
aides culinaires et ingredients divers;Mayonnaise à teneur reduite en matiere grasse ou Mayonnaise allegee. preemballee;;60.1;0.93;8.98;29.9;4.91;1.04;0.5;1.2;0.55;0.3;2.53;2.8;0.23;;2.62;0;traces;3.52;16.3;8.75;0;0;0;0;0.05;59;2.11;0.69;16.3;4.8;2.92;0;0.25;0.25;38;2.37;47.4;1520;0.1;0.4;5.4;17.7;0.1;26.3;70;5;936;0.12;62;2.03;0.5;8;0;;3.75;0.04;32;0.08;0.21;0.04;21.2;0.14
aides culinaires et ingredients divers;Sauce barbecue. preemballee;136;63.4;0.56;30.3;0.6;27.5;5.2;0.1;5.6;0.1;0.31;16.4;2.7;1.2;traces;2.28;0;1.62;0.1;0.24;0.21;0.01;0.01;0.01;0.01;0.01;0.01;0.07;0.03;0.24;0.19;19;0.01;0.01;0.01;0;1.77;46;1080;0.04;0.93;20;12;0.16;15;220;20;706;0.1;0;87.1;0.25;1.17;1.62;;0.5;0.015;0.01;0.53;96;43;9.28;0
aides culinaires et ingredients divers;Sauce soja. preemballee;45.5;68.9;7.08;3.64;0.1;1.32;0.3;;0.75;;0.3;0.3;0.5;0.86;0;19.4;0;0.0016;0.0085;12;32;0;0;0;0;0;0;6;2;7;18;2;0;0;0;0;18.6;27.3;;44;1.72;1;83.7;0.46;128;547;10;7440;0.4;0;0;0;0;0;;0;46;0.16;3.08;0.34;0.17;16;0
aides culinaires et ingredients divers;Sauce vinaigrette à l'huile d'olive(50 à 75% d'huile). preemballee;;35.1;0.53;4.54;52.8;3.66;;;;;;;;0.32;;2.41;0;;6.01;;;;;;;;;;;;;;;;;;2.41;7.63;;14;;1;0.11;0.0067;;;3.35;953;18;;;;;;;;;;;;;;
aides culinaires et ingredients divers;Sauce vinaigrette allegee en MG(25 à 50% d'huile). preemballee;;67.3;0.5;2.39;26.4;1.73;0.41;0.1;1.05;0.1;0.1;0.27;0.66;0.5;;2.08;0;1.09;2.2;14.7;8.21;0.01;0.01;0.01;0.01;0.01;0.02;1.33;0.51;13.5;6.44;1.77;0.01;0.01;0.01;0.7;1.9;21;1240;0.01;0.18;20;6.3;0.05;15;32;50;761;0.08;21;185;1.8;7.46;0;;0.5;26;0.01;0.21;0.13;0.01;9.98;0.15
aides culinaires et ingredients divers;Sauce vinaigrette(50 à 75% d'huile). preemballee;;40.4;0.54;4.56;52.4;2.9;0.2;;0.2;0.2;0.2;1.2;0.35;0.34;;2.85;0;;;;;;;;;;;;;;;;;;;0.7;2.57;20;1550;0.02;0.64;20;12;0.14;33;110;50;1010;0.18;21;30;0;12.9;98.8;;0.5;0.12;0.01;0.4;46;49;6.58;37
aides culinaires et ingredients divers;Harissa(sauce condimentaire). preemballee;;77.9;2.72;7.3;2.9;;1.9;;6.5;0.5;0.5;0.5;0.5;5.1;;4.3;0;;0.47;0.73;1.01;0.01;0.01;0.01;0.01;0.01;0.02;0.38;69;0.5;0.97;0.04;;;0.01;;2.81;78.1;1920;1;3.1;43.5;47.2;1;63;710;5;1120;1;;4000;;6.1;;;31.9;0.05;0.21;0.05;0.52;0.26;28;
aides culinaires et ingredients divers;Sauce bourguignonne. preemballee;;46.3;1.25;7.85;43.9;5.23;1.4;;2.3;0.2;0.2;0.5;1.3;0.52;;3.18;0;traces;3.59;25.3;11.6;0.01;0.01;0.01;0.01;0.01;0.02;1.91;0.71;22.9;7.67;3.73;0.01;0.01;0.01;32;2.71;15;1600;0.05;0.7;20;8.8;0.07;35;210;20;1080;0.27;21;1710;0.25;10.1;68.8;;0.5;25;0.03;2.77;0.26;35;17.4;0.2
aides culinaires et ingredients divers;Sauce moutarde. preemballee;;65.4;1.66;3.3;22.8;0.92;;;;;;;2.38;2;;2.6;0;traces;;;;;;;;;;;;;;;;;;40.8;2.35;34.3;1380;0.1;0.5;4;12.5;0.1;36;68.7;1.6;940;0.3;44;29;0.5;7.4;;;0.5;56;0.05;0.26;0.16;52;20;0.08
aides culinaires et ingredients divers;Sauce au yaourt;;80.1;3.64;5.04;6.91;4.37;;;;;;;0.62;0.8;;2.19;0;;1.46;4.67;0.58;;;;;;;;;;;;;;;3.01;1.28;141;;47;0.78;14.3;21.3;0.13;92.5;230;2.67;510;0.5;7.61;;75;0.74;;;8.02;49;0.18;0.26;0.35;0.1;20;0.16
aides culinaires et ingredients divers;Sauce americaine. preemballee;;45.7;1.42;9.48;41.8;5.1;1.9;;2.05;0.1;0.1;75;;0.2;;3.24;0;1;3.7;25.5;12;;;;0.00058;0.0014;21;2.57;1.11;8.22;10.6;1.38;0.0096;0;0.0055;;2.94;;;;;;;;;;;1180;;;;;;;;;;;;;;;
aides culinaires et ingredients divers;Sauce aeoli. preemballee;;;1.13;4.7;41;3.14;1.05;;0.95;0.1;0.1;0.1;;0.42;;2.07;0;0.5;;15.9;9.74;;;;0.0044;0.0047;22;1.64;0.61;15.9;7.27;2.46;9;0;0.0041;;1.85;;;;;;;;;;;736;;;;;;;;;;;;;;;
aides culinaires et ingredients divers;Sauce crudites ou Sauce salade. preemballee;;61.8;0.86;5.3;30.9;4.06;1.3;;1.7;0.2;0.2;0.4;0.9;0.35;;2.53;0;traces;3.22;18;7.93;0.01;0.01;0.01;0.01;0.01;0.02;1.29;0.51;16.3;4.62;3.31;0.01;0.01;0.01;0;2.4;28;1410;0.01;0.19;20;5.1;0.03;23;56;20;949;0.12;21;12.3;0.25;7.05;99.8;;0.5;22;12;0.1;0.16;0.13;5;
aides culinaires et ingredients divers;Sauce Nuoc Mem ou Sauce au poisson. preemballee;81.2;;9.3;10.9;0;8.34;;;;;;;;0.2;0;22.2;0;0;0;;;;;;;;;;;;;;;;;;22.2;;;;;;;;;;;8860;;;;;;;;;;;;;;;
aides culinaires et ingredients divers;Sauce burger. preemballee;;;1.06;13.3;33.8;10.3;0.59;;1.07;0;1.56;7.12;;0.48;;2.5;0;1.5;3.11;19.8;9.41;;;;;;;;;;;;;;;20.5;2.13;19;;;;;;;30;29.6;;847;;;;;1.5;;;;21;0.13;;;53;;
aides culinaires et ingredients divers;Sauce crudites ou Sauce salade. allegee en matiere grasse. preemballee;;71.4;0.76;7.26;14.3;5.1;0.5;0.5;0.5;0.34;0.5;4.77;1.83;0.5;;3.08;0;traces;1.29;8.09;4.1;;;;;0.34;0.34;1;;8.09;2.85;1.25;;0.1;0.1;0.04;2.57;9.5;1810;;0.5;0.7;3.2;0.34;10.1;13.8;0.5;1010;0.34;88;0.21;0.1;7.39;;;1.22;0.1;0.1;;0.1;0.1;;
aides culinaires et ingredients divers;Sauce kebab. preemballee;;61.2;1.1;9.15;27.6;4.6;1.9;;2.26;0.44;0.1;0.1;;0.1;;1.87;0;1;2.3;16.6;6.9;;;;;;;;;;;;;;;;1.5;;;;;;;;;;;600;;;;;;;;;;;;;;;
aides culinaires et ingredients divers;Sauce rouille. preemballee;;;1.1;1;41.4;;;;;;;;;0;;1.18;0;traces;5.7;;;;;;;;;;;;;;;;;;1.18;;;;;;;;;;;470;;;;;;;;;;;;;;;
aides culinaires et ingredients divers;Sauce au poivre. condimentaire. froide. preemballee;;40.8;0.69;5.8;49.3;5.19;0.93;0.1;0.92;0.44;0.1;2.9;;0.5;;2.46;0;0.88;3.78;27.9;15.1;0.01;0.01;0.01;0.01;0.01;0.04;2.22;0.96;25.8;11.1;3.98;0.01;0.01;0.01;;2.31;;;;;;;;;;;924;;;;;;;;;;;;;;;
aides culinaires et ingredients divers;Sauce froide(aliment moyen);;57.5;0.86;5.73;31.6;4.81;1.09;97;1.47;0.07;0.09;1.79;0.8;0.61;;2.75;0;1.01;2.72;15.5;10.7;0.0066;0.0066;0.0067;0.0077;0.0074;18;1.8;0.68;12.1;6.41;2.03;0.0066;13;12;12.5;2.45;21.5;1310;26;0.39;12.3;11;74;23.2;119;17.5;978;0.12;8.8;227;1.05;8.84;22.5;;2.83;31;29;0.4;0.15;41;9.45;0.16
aides culinaires et ingredients divers;Caviar de tomates;218;64.3;2.19;6.8;19.2;6.5;4.2;;2.3;0.2;0.2;0.2;0.35;3.5;0.5;3.21;0;0.76;1.88;7.31;9.08;0.01;0.01;0.01;0.01;0.01;0.01;1.13;0.53;6.87;8.54;0.54;0.01;0.01;0.01;;2.09;61;1350;0.18;1;20;24;0.19;42;470;20;835;0.29;;2180;0.25;11.4;21.1;;0.5;48;0.01;1.04;0.17;63;26.7;
aides culinaires et ingredients divers;Sauce soja sucree. preemballee;;42.1;2.88;;0.5;39.5;6.5;;8.5;0.2;1.4;23.1;;;0.5;7.99;0;0.6;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;;6.9;18;4210;0.01;0.62;20;17;0.35;39;410;20;2760;0.41;;5;0.25;0.08;0.8;;;0.015;0.01;1.18;0.07;39;11.5;
aides culinaires et ingredients divers;Sauce pour nems à base de nuocmam dilue. preemballee;135;62.4;1.38;31.2;0.5;30.9;9.6;;4.6;0.2;0.2;16.7;0;0.25;0.5;4.75;0;0.92;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;;4.29;6.5;2350;0.01;0.1;20;29;0.01;3.4;53;20;1710;0.05;;5;0.25;0.08;0.8;;;0.015;13;6.38;65;0.01;5;
aides culinaires et ingredients divers;Sauce vegetale type bolognaise. preemballee;68;83.7;3.56;5.05;3;5.05;2.4;0.1;2.27;0.1;0.1;0.39;0.35;2.46;traces;1.67;0;0.55;0.48;1.25;1.1;0.01;0.01;0.01;0.01;0.01;0.01;0.35;0.11;1.17;1.07;0.03;0.01;0.01;0.01;;0.77;27;525;0.21;0.91;20;25;0.23;52;400;20;309;0.36;;457;0.25;2.32;7.35;;1.1;27;14;0.88;0.16;76;18.8;
aides culinaires et ingredients divers;Sauce teriyaki. preemballee;;67.7;3.82;16;1.06;13.2;;;;;;;;0.1;;10.4;0;;0.3;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;6.13;25;;0.1;1.7;;61;0;154;225;;3830;0.1;0;0;0;0;0;;0;0.03;0.07;1.27;0.2;0.1;8;0
aides culinaires et ingredients divers;Tzatziki. à base yaourt. preemballe;;77.8;6.06;3.8;10.9;2.7;0.3;;0.5;1.9;0.2;0.4;;traces;;1.46;0;;0.81;6.64;2.93;0.01;0.01;0.01;0.01;0.01;0.01;0.52;0.18;6.07;1.95;0.93;0.01;0.01;0.01;8.77;0.88;88;574;0.01;0.09;20;8.8;0.04;100;150;20;351;0.32;10;69.9;0.03;2.45;21.4;;0.51;45;0.19;1.54;0.24;48;14.8;0.59
aides culinaires et ingredients divers;Tzatziki. à base fromage frais. preemballe;;79.1;6.73;3.28;11.1;2.35;0.3;;0.3;;0.3;0.3;;1.15;;1.45;0;;1.13;6.31;2.66;;;;;;;;;;1.76;0.82;;;;;0.9;;;;;;;;;;;310;;;;;;;;;;;;;;;
aides culinaires et ingredients divers;Guacamole. preemballe;;70.7;2.18;5.85;16.5;2.65;0.6;;0.6;0.2;0.2;0.2;1;5.65;;2.13;0;;3.95;10.2;1.67;19;0.0066;0.0066;22;26;84;2.78;0.18;9.16;1.51;0.14;0.0066;;;3.6;1.38;18;765;0.2;0.6;20;26.7;0.2;27;440;5;543;0.4;2;100;0.5;2.4;;;359;94;89;1.45;0.88;0.36;60.3;
aides culinaires et ingredients divers;Houmous. preemballe;;51.8;8.2;7.1;23.9;1.38;0.3;;0.3;;0.3;0.35;;5.98;;1.9;0;traces;2.48;12.7;7.62;;;;;;;;;;6.14;1.48;;;;;1.19;;;;;;;;;;;472;;;;;;;;;;;;;;;
aides culinaires et ingredients divers;Caviar d'aubergine. preemballe;;60.5;0.71;4.3;21;1.85;0.75;;0.85;;0.3;0.3;;2.93;;1.38;0;;0.65;7.67;11.7;;;;;;;;;;11.7;35;;;;;1.36;;;;;;;;;;;562;;;;;;;;;;;;;;;
aides culinaires et ingredients divers;Sauce bechamel. preemballee;;81.3;2.56;6.2;7.4;3.1;0.1;0.1;0.1;2.92;0.1;0.18;3.1;1.3;;1.12;0;0.12;4.61;1.71;0.49;0.26;0.16;0.1;0.18;0.22;0.74;2.16;0.66;1.47;0.46;0.03;0.01;0.01;0.01;30;0.69;82.3;567;18;0.1;25;7.52;16;33;126;4.18;274;0.27;64;20;0.5;0.17;;;0.5;0.04;0.12;0.27;0.27;45;16;0.17
aides culinaires et ingredients divers;Sauce bearnaise. preemballee;;43.6;0.88;4.52;47.7;2.3;0.48;;0.58;0.2;0.2;1.25;1.7;0.48;;2.13;0;0.69;3.55;29.2;12.6;0.01;0.01;0.02;0.01;0.01;0.03;2.28;0.77;26.9;8.89;3.7;0.01;0.01;0.01;48.9;1.95;15;1210;0.01;0.27;20;2.5;0.04;23;39;20;778;0.17;21;370;0.25;10.9;89.4;;0.5;0.015;18;0.1;0.22;14;11.5;0.18
aides culinaires et ingredients divers;Sauce hollandaise. preemballee;;72.5;1.19;4.58;19.8;0.7;0.2;;0.2;0.5;0.2;0.2;2.3;0.5;;1.37;0;0.23;7.23;5.99;5.42;0.29;0.2;0.14;0.23;0.28;0.95;3.64;1.19;5.54;5.31;0.07;0.01;0.01;0.01;56.7;1.19;17;721;0.01;0.2;20;2.6;0.02;34;62;20;476;0.18;76.7;200;0.25;5.56;2.3;;9.1;0.015;54;0.1;0.26;19;10.7;0.15
aides culinaires et ingredients divers;Sauce tomate aux oignons. preemballee;;84.7;1.52;7.69;4.18;5.44;2.04;0;2.13;0.05;0.1;0.68;;2.17;;1.88;0;traces;0.49;1.88;1.62;0.005;0.005;0.0065;23;0.0017;0.0017;0.12;92;0.75;0.63;38;;0;0.005;0;1.17;24.4;551;98;0.58;18.2;24.7;0.1;26;553;10;467;0.17;0;259;0;1.44;2.8;;5.45;27;93;0.86;0.31;79;9;0
aides culinaires et ingredients divers;Sauce armoricaine. preemballee;;86.2;2.1;3.95;6.6;0.73;;;;;;;3.22;traces;;1.5;0;traces;6.3;0.0071;0.0025;;;;0;0.0041;13;0.29;77;0.0071;0.0016;0.00077;0.000019;0.000017;0.0001;;1.3;;;;;;;;;58.9;;530;;;;;;;;;;;;;;;
aides culinaires et ingredients divers;Sauce tomate à la viande ou Sauce bolognaise. preemballee;;82.4;4.22;7.27;4.81;4.74;2.19;;1.79;;0.22;0.76;1.7;2.29;;2.02;0;traces;1.78;1.49;0.86;0.05;0.05;0.05;4;4;68;0.71;0.38;1.42;0.3;18;0.0036;0.00085;0.01;13.7;1.18;22.9;844;97;0.87;8;29.9;0.11;40;426;10;469;0.82;2;415;0.5;1.88;;;7.55;0.25;57;1.65;0.16;0.19;39;0.31
aides culinaires et ingredients divers;Sauce au poivre vert. preemballee;;;1.3;5.3;6.1;1.3;;;;;;;;1.3;;1.15;0;traces;2.87;1.93;1.03;;;;41;47;98;0.82;0.73;1.93;0.77;0.26;0.0017;0.0002;0.00037;;1.15;;;;;;;;;;;317;;;;;;;;;;;;;;;
aides culinaires et ingredients divers;Sauce madere. preemballee;;;0.6;3.6;2.2;1.9;;;;;;;;0.5;;1.26;0;traces;1.1;;;;;;;;;;;;;;;;;;1.1;;;;;;;;;160;;440;;;;;;;;;;;;;;;
aides culinaires et ingredients divers;Sauce à l'echalote à la creme. preemballee;;;1.7;11.9;5.53;2.27;;;;;;;;0.9;;1.61;0;traces;3.03;;;;;;;;;;;;;;;;;;1.61;;;;;;;;;;;647;;;;;;;;;;;;;;;
aides culinaires et ingredients divers;Sauce carbonara. preemballee;;;5.17;4.7;12.8;1;;;;;;;;2.65;;1.49;0;traces;8.25;;;;;;;;;;;;;;;;;;1.49;;;;;;;;;;;590;;;;;;;;;;;;;;;
aides culinaires et ingredients divers;Sauce chasseur. preemballee;;91;1.21;4.66;1.61;;;;;;;;;0.43;;1.39;traces;traces;;;;;;;;;;;;;;;;;;;1.03;4.6;;;0.17;;3.91;;;78.2;;410;;;;;;;;;;;;;;;
aides culinaires et ingredients divers;Sauce au curry. preemballee;77.4;81.1;1.02;10.6;3.16;5.83;2.92;;2.92;0.2;0.2;0.2;1.9;1.28;0;1.53;0;traces;2.11;;;;;;;;;;;;;;;;;7.5;1.12;22.4;737;0.2;0.5;10;11.9;0.2;11.1;139;5;447;0.2;10;;3.35;2.8;;;1.05;0.08;;0.3;0.16;0.14;22.9;0.14
aides culinaires et ingredients divers;Sauce au beurre blanc. preemballee;;72.4;1.13;3.4;21.4;1.35;0.33;0.1;0.25;0.77;0.1;0.1;;0.5;;1.34;0;0.38;11.9;5.83;2.23;0.67;0.4;0.25;0.49;0.57;1.89;5.48;1.65;5.17;1.96;0.2;0.02;0.01;0.01;;1.16;;;;;;;;;;;463;;;;;;;;;;;;;;;
aides culinaires et ingredients divers;Sauce bechamel. maison;;74.9;3.84;8.97;10.6;4.38;;;;;;;;0.2;;1.47;0;traces;2.85;4.42;2.86;0.06;36;0.02;47;52;0.21;1.56;0.87;;;;;0;0;7;0.89;118;;16;0.33;;14;43;98;156;;354;0.41;103;21;1.2;0.29;0.9;;0.8;69;0.19;0.4;0.33;0.04;5;0.28
aides culinaires et ingredients divers;Sauce au beurre. preemballee;;75.3;2.2;5.2;17.9;1;;;;;;;1.1;1;;1.47;0;traces;12.1;3.92;;0.6;0.34;0.23;0.53;0.69;2.17;5.74;1.61;3.92;0.29;84;;;;51.4;1.36;26.3;798;0.1;0.25;2;4.3;0.1;24;55.8;;543;0.1;117;;3.2;0.47;;;0.5;73;0.04;0.16;0.16;44;22;0.08
aides culinaires et ingredients divers;Sauce à la creme;;86.2;1.08;5.9;5.55;0.73;;;;;;;4.9;0.17;;1.46;0;traces;3;1.49;0.56;;;;;;;;;;;;;;;12.9;1.38;20.5;;18;0.29;9.06;5.2;39;22.5;37.2;0.26;551;0.12;27.6;12;12;0.56;;;42;11;0.07;0.25;52;16;4.6;36
aides culinaires et ingredients divers;Sauce aux champignons. preemballee;;83.8;3.2;6.3;6.26;2.2;;;1.32;;0.2;0.88;4.1;2.25;;1.19;0;traces;;;;;;;;;;;;;;;;;;15.1;0.9;17.3;543;0.1;0.7;9;6.8;0.1;38.4;90;;360;0.26;30;;0.94;0.59;;;0.5;0.27;0.06;1.3;0.2;33;28;0.08
aides culinaires et ingredients divers;Sauce à la creme aux epices;;84.7;1.16;6.2;5.75;0.95;;;;;;;4.95;0.65;;1.41;0;traces;3.12;1.53;0.57;;;;;;;;;;;;;;;13.3;1.29;26.6;;27;0.71;10.8;8.1;0.17;25.6;56.5;0.37;517;0.14;28.8;14.5;15;0.56;;;0.5;13;71;0.29;0.05;25;4.8;35
aides culinaires et ingredients divers;Sauce à la creme aux herbes;;86;1.09;5.5;5.49;0.74;;;;;;;4.76;0.4;;1.49;0;traces;2.94;1.47;0.56;;;;;;;;;;;;;;;12.7;1.39;27;;26;0.59;11.1;6;69;23.8;48.5;0.27;555;0.14;26.7;79.5;0.01;0.58;;;2.2;14;73;0.28;55;25;6.95;35
